x,y,predicted_intensity
8.499999999999936,-9.600000000000001,0.0
8.699999999999935,-9.600000000000001,0.0
8.899999999999935,-9.600000000000001,0.0
9.099999999999934,-9.600000000000001,0.0
9.299999999999933,-9.600000000000001,0.0
-9.5,-9.400000000000002,0.0
-9.3,-9.400000000000002,0.0
-9.100000000000001,-9.400000000000002,0.0
-8.900000000000002,-9.400000000000002,0.0
-8.700000000000003,-9.400000000000002,0.0
-8.500000000000004,-9.400000000000002,0.0
-8.300000000000004,-9.400000000000002,0.0
-8.100000000000005,-9.400000000000002,0.0
-7.900000000000006,-9.400000000000002,0.0
-7.700000000000006,-9.400000000000002,0.0
-7.500000000000007,-9.400000000000002,0.0
-7.300000000000008,-9.400000000000002,0.0
-7.1000000000000085,-9.400000000000002,0.0
-6.900000000000009,-9.400000000000002,0.0
-6.70000000000001,-9.400000000000002,0.0
-6.500000000000011,-9.400000000000002,0.0
-6.300000000000011,-9.400000000000002,0.0
-6.100000000000012,-9.400000000000002,0.0
-5.900000000000013,-9.400000000000002,0.0
-5.7000000000000135,-9.400000000000002,0.0
-5.500000000000014,-9.400000000000002,0.0
-5.300000000000015,-9.400000000000002,0.0
-5.100000000000016,-9.400000000000002,0.0
-4.900000000000016,-9.400000000000002,0.0
-4.700000000000017,-9.400000000000002,0.0
-4.500000000000018,-9.400000000000002,0.0
-4.3000000000000185,-9.400000000000002,0.0
-4.100000000000019,-9.400000000000002,0.0
-3.90000000000002,-9.400000000000002,0.0
-3.7000000000000206,-9.400000000000002,0.0
-3.5000000000000213,-9.400000000000002,0.0
-3.300000000000022,-9.400000000000002,0.0
-3.1000000000000227,-9.400000000000002,0.0
-2.9000000000000234,-9.400000000000002,0.0
-2.700000000000024,-9.400000000000002,0.0
-2.500000000000025,-9.400000000000002,0.0
-2.3000000000000256,-9.400000000000002,0.0
-2.1000000000000263,-9.400000000000002,0.0
-1.900000000000027,-9.400000000000002,0.0
-1.7000000000000277,-9.400000000000002,0.0
-1.5000000000000284,-9.400000000000002,0.0
-1.3000000000000291,-9.400000000000002,0.0
-1.1000000000000298,-9.400000000000002,0.0
-0.9000000000000306,-9.400000000000002,0.0
-0.7000000000000313,-9.400000000000002,0.0
-0.500000000000032,-9.400000000000002,0.0
-0.3000000000000327,-9.400000000000002,0.0
-0.1000000000000334,-9.400000000000002,0.0
0.0999999999999659,-9.400000000000002,0.0
0.2999999999999652,-9.400000000000002,0.0
0.4999999999999645,-9.400000000000002,0.0
0.6999999999999638,-9.400000000000002,0.0
0.899999999999963,-9.400000000000002,0.0
1.0999999999999623,-9.400000000000002,0.0
1.2999999999999616,-9.400000000000002,0.0
1.499999999999961,-9.400000000000002,0.0
1.6999999999999602,-9.400000000000002,0.0
1.8999999999999595,-9.400000000000002,0.0
2.099999999999959,-9.400000000000002,0.0
2.299999999999958,-9.400000000000002,0.0
2.4999999999999574,-9.400000000000002,0.0
2.6999999999999567,-9.400000000000002,0.0
2.899999999999956,-9.400000000000002,0.0
3.0999999999999552,-9.400000000000002,0.0
3.2999999999999545,-9.400000000000002,0.0
3.499999999999954,-9.400000000000002,0.0
3.699999999999953,-9.400000000000002,0.0
3.8999999999999524,-9.400000000000002,0.0
4.099999999999952,-9.400000000000002,0.0
4.299999999999951,-9.400000000000002,0.0
4.49999999999995,-9.400000000000002,0.0
4.6999999999999496,-9.400000000000002,0.0
4.899999999999949,-9.400000000000002,0.0
5.099999999999948,-9.400000000000002,0.0
5.299999999999947,-9.400000000000002,0.0
5.499999999999947,-9.400000000000002,0.0
5.699999999999946,-9.400000000000002,0.0
5.899999999999945,-9.400000000000002,0.0
6.099999999999945,-9.400000000000002,0.0
6.299999999999944,-9.400000000000002,0.0
6.499999999999943,-9.400000000000002,0.0
6.6999999999999424,-9.400000000000002,0.0
6.899999999999942,-9.400000000000002,0.0
7.099999999999941,-9.400000000000002,0.0
7.29999999999994,-9.400000000000002,0.0
7.49999999999994,-9.400000000000002,0.0
7.699999999999939,-9.400000000000002,0.0
7.899999999999938,-9.400000000000002,0.0
8.099999999999937,-9.400000000000002,0.0
8.299999999999937,-9.400000000000002,0.0
8.499999999999936,-9.400000000000002,0.0
8.699999999999935,-9.400000000000002,0.0
8.899999999999935,-9.400000000000002,0.0
9.099999999999934,-9.400000000000002,0.0
9.299999999999933,-9.400000000000002,0.0
-9.5,-9.200000000000003,0.0
-9.3,-9.200000000000003,0.0
-9.100000000000001,-9.200000000000003,0.0
-8.900000000000002,-9.200000000000003,0.0
-8.700000000000003,-9.200000000000003,0.0
-8.500000000000004,-9.200000000000003,0.0
-8.300000000000004,-9.200000000000003,0.0
-8.100000000000005,-9.200000000000003,0.0
-7.900000000000006,-9.200000000000003,0.0
-7.700000000000006,-9.200000000000003,0.0
-7.500000000000007,-9.200000000000003,0.0
-7.300000000000008,-9.200000000000003,0.0
-7.1000000000000085,-9.200000000000003,0.0
-6.900000000000009,-9.200000000000003,0.0
-6.70000000000001,-9.200000000000003,0.0
-6.500000000000011,-9.200000000000003,0.0
-6.300000000000011,-9.200000000000003,0.0
-6.100000000000012,-9.200000000000003,0.0
-5.900000000000013,-9.200000000000003,0.0
-5.7000000000000135,-9.200000000000003,0.0
-5.500000000000014,-9.200000000000003,0.0
-5.300000000000015,-9.200000000000003,0.0
-5.100000000000016,-9.200000000000003,0.0
-4.900000000000016,-9.200000000000003,0.0
-4.700000000000017,-9.200000000000003,0.0
-4.500000000000018,-9.200000000000003,0.0
-4.3000000000000185,-9.200000000000003,0.0
-4.100000000000019,-9.200000000000003,0.0
-3.90000000000002,-9.200000000000003,0.0
-3.7000000000000206,-9.200000000000003,0.0
-3.5000000000000213,-9.200000000000003,0.0
-3.300000000000022,-9.200000000000003,0.0
-3.1000000000000227,-9.200000000000003,0.0
-2.9000000000000234,-9.200000000000003,0.0
-2.700000000000024,-9.200000000000003,0.0
-2.500000000000025,-9.200000000000003,0.0
-2.3000000000000256,-9.200000000000003,0.0
-2.1000000000000263,-9.200000000000003,0.0
-1.900000000000027,-9.200000000000003,0.0
-1.7000000000000277,-9.200000000000003,0.0
-1.5000000000000284,-9.200000000000003,0.0
-1.3000000000000291,-9.200000000000003,0.0
-1.1000000000000298,-9.200000000000003,0.0
-0.9000000000000306,-9.200000000000003,0.0
-0.7000000000000313,-9.200000000000003,0.0
-0.500000000000032,-9.200000000000003,0.0
-0.3000000000000327,-9.200000000000003,0.0
-0.1000000000000334,-9.200000000000003,0.0
0.0999999999999659,-9.200000000000003,0.0
0.2999999999999652,-9.200000000000003,0.0
0.4999999999999645,-9.200000000000003,0.0
0.6999999999999638,-9.200000000000003,0.0
0.899999999999963,-9.200000000000003,0.0
1.0999999999999623,-9.200000000000003,0.0
1.2999999999999616,-9.200000000000003,0.0
1.499999999999961,-9.200000000000003,0.0
1.6999999999999602,-9.200000000000003,0.0
1.8999999999999595,-9.200000000000003,0.0
2.099999999999959,-9.200000000000003,0.0
2.299999999999958,-9.200000000000003,0.0
2.4999999999999574,-9.200000000000003,0.0
2.6999999999999567,-9.200000000000003,0.0
2.899999999999956,-9.200000000000003,0.0
3.0999999999999552,-9.200000000000003,0.0
3.2999999999999545,-9.200000000000003,0.0
3.499999999999954,-9.200000000000003,0.0
3.699999999999953,-9.200000000000003,0.0
3.8999999999999524,-9.200000000000003,0.0
4.099999999999952,-9.200000000000003,0.0
4.299999999999951,-9.200000000000003,0.0
4.49999999999995,-9.200000000000003,0.0
4.6999999999999496,-9.200000000000003,0.0
4.899999999999949,-9.200000000000003,0.0
5.099999999999948,-9.200000000000003,0.0
5.299999999999947,-9.200000000000003,0.0
5.499999999999947,-9.200000000000003,0.0
5.699999999999946,-9.200000000000003,0.0
5.899999999999945,-9.200000000000003,0.0
6.099999999999945,-9.200000000000003,0.0
6.299999999999944,-9.200000000000003,0.0
6.499999999999943,-9.200000000000003,0.0
6.6999999999999424,-9.200000000000003,0.0
6.899999999999942,-9.200000000000003,0.0
7.099999999999941,-9.200000000000003,0.0
7.29999999999994,-9.200000000000003,0.0
7.49999999999994,-9.200000000000003,0.0
7.699999999999939,-9.200000000000003,0.0
7.899999999999938,-9.200000000000003,0.0
8.099999999999937,-9.200000000000003,0.0
8.299999999999937,-9.200000000000003,0.0
8.499999999999936,-9.200000000000003,0.0
8.699999999999935,-9.200000000000003,0.0
8.899999999999935,-9.200000000000003,0.0
9.099999999999934,-9.200000000000003,0.0
9.299999999999933,-9.200000000000003,0.0
-9.5,-9.000000000000004,0.0
-9.3,-9.000000000000004,0.0
-9.100000000000001,-9.000000000000004,0.0
-8.900000000000002,-9.000000000000004,0.0
-8.700000000000003,-9.000000000000004,0.0
-8.500000000000004,-9.000000000000004,0.0
-8.300000000000004,-9.000000000000004,0.0
-8.100000000000005,-9.000000000000004,0.0
-7.900000000000006,-9.000000000000004,0.0
-7.700000000000006,-9.000000000000004,0.0
-7.500000000000007,-9.000000000000004,0.0
-7.300000000000008,-9.000000000000004,0.0
-7.1000000000000085,-9.000000000000004,0.0
-6.900000000000009,-9.000000000000004,0.0
-6.70000000000001,-9.000000000000004,0.0
-6.500000000000011,-9.000000000000004,0.0
-6.300000000000011,-9.000000000000004,0.0
-6.100000000000012,-9.000000000000004,0.0
-5.900000000000013,-9.000000000000004,0.0
-5.7000000000000135,-9.000000000000004,0.0
-5.500000000000014,-9.000000000000004,0.0
-5.300000000000015,-9.000000000000004,0.0
-5.100000000000016,-9.000000000000004,0.0
-4.900000000000016,-9.000000000000004,0.0
-4.700000000000017,-9.000000000000004,0.0
-4.500000000000018,-9.000000000000004,0.0
-4.3000000000000185,-9.000000000000004,0.0
-4.100000000000019,-9.000000000000004,0.0
-3.90000000000002,-9.000000000000004,0.0
-3.7000000000000206,-9.000000000000004,0.0
-3.5000000000000213,-9.000000000000004,0.0
-3.300000000000022,-9.000000000000004,0.0
-3.1000000000000227,-9.000000000000004,0.0
-2.9000000000000234,-9.000000000000004,0.0
-2.700000000000024,-9.000000000000004,0.0
-2.500000000000025,-9.000000000000004,0.0
-2.3000000000000256,-9.000000000000004,0.0
-2.1000000000000263,-9.000000000000004,0.0
-1.900000000000027,-9.000000000000004,0.0
-1.7000000000000277,-9.000000000000004,0.0
-1.5000000000000284,-9.000000000000004,0.0
-1.3000000000000291,-9.000000000000004,0.0
-1.1000000000000298,-9.000000000000004,0.0
-0.9000000000000306,-9.000000000000004,0.0
-0.7000000000000313,-9.000000000000004,0.0
-0.500000000000032,-9.000000000000004,0.0
-0.3000000000000327,-9.000000000000004,0.0
-0.1000000000000334,-9.000000000000004,0.0
0.0999999999999659,-9.000000000000004,0.0
0.2999999999999652,-9.000000000000004,0.0
0.4999999999999645,-9.000000000000004,0.0
0.6999999999999638,-9.000000000000004,0.0
0.899999999999963,-9.000000000000004,0.0
1.0999999999999623,-9.000000000000004,0.0
1.2999999999999616,-9.000000000000004,0.0
1.499999999999961,-9.000000000000004,0.0
1.6999999999999602,-9.000000000000004,0.0
1.8999999999999595,-9.000000000000004,0.0
2.099999999999959,-9.000000000000004,0.0
2.299999999999958,-9.000000000000004,0.0
2.4999999999999574,-9.000000000000004,0.0
2.6999999999999567,-9.000000000000004,0.0
2.899999999999956,-9.000000000000004,0.0
3.0999999999999552,-9.000000000000004,0.0
3.2999999999999545,-9.000000000000004,0.0
3.499999999999954,-9.000000000000004,0.0
3.699999999999953,-9.000000000000004,0.0
3.8999999999999524,-9.000000000000004,0.0
4.099999999999952,-9.000000000000004,0.0
4.299999999999951,-9.000000000000004,0.0
4.49999999999995,-9.000000000000004,0.0
4.6999999999999496,-9.000000000000004,0.0
4.899999999999949,-9.000000000000004,0.0
5.099999999999948,-9.000000000000004,0.0
5.299999999999947,-9.000000000000004,0.0
5.499999999999947,-9.000000000000004,0.0
5.699999999999946,-9.000000000000004,0.0
5.899999999999945,-9.000000000000004,0.0
6.099999999999945,-9.000000000000004,0.0
6.299999999999944,-9.000000000000004,0.0
6.499999999999943,-9.000000000000004,0.0
6.6999999999999424,-9.000000000000004,0.0
6.899999999999942,-9.000000000000004,0.0
7.099999999999941,-9.000000000000004,0.0
7.29999999999994,-9.000000000000004,0.0
7.49999999999994,-9.000000000000004,0.0
7.699999999999939,-9.000000000000004,0.0
7.899999999999938,-9.000000000000004,0.0
8.099999999999937,-9.000000000000004,0.0
8.299999999999937,-9.000000000000004,0.0
8.499999999999936,-9.000000000000004,0.0
8.699999999999935,-9.000000000000004,0.0
8.899999999999935,-9.000000000000004,0.0
9.099999999999934,-9.000000000000004,0.0
9.299999999999933,-9.000000000000004,0.0
-9.5,-8.800000000000004,0.0
-9.3,-8.800000000000004,0.0
-9.100000000000001,-8.800000000000004,0.0
-8.900000000000002,-8.800000000000004,0.0
-8.700000000000003,-8.800000000000004,0.0
-8.500000000000004,-8.800000000000004,0.0
-8.300000000000004,-8.800000000000004,0.0
-8.100000000000005,-8.800000000000004,0.0
-7.900000000000006,-8.800000000000004,0.0
